date,lat,lon,accumswe_daily
1981-02-16T12:00:00Z,44.59644457,-110.5471962,204.5
1981-02-17T12:00:00Z,44.59644457,-110.5471962,205.7
1981-02-18T12:00:00Z,44.59644457,-110.5471962,208.8
1981-02-19T12:00:00Z,44.59644457,-110.5471962,218.2
1981-02-20T12:00:00Z,44.59644457,-110.5471962,225
1981-02-21T12:00:00Z,44.59644457,-110.5471962,225
1981-02-22T12:00:00Z,44.59644457,-110.5471962,225
1981-02-23T12:00:00Z,44.59644457,-110.5471962,225
1981-02-24T12:00:00Z,44.59644457,-110.5471962,225
1981-02-25T12:00:00Z,44.59644457,-110.5471962,225
1981-02-26T12:00:00Z,44.59644457,-110.5471962,226.5
1981-02-27T12:00:00Z,44.59644457,-110.5471962,227.5
1981-02-28T12:00:00Z,44.59644457,-110.5471962,227.5
1981-03-01T12:00:00Z,44.59644457,-110.5471962,227.5
1981-03-02T12:00:00Z,44.59644457,-110.5471962,227.5
1981-03-03T12:00:00Z,44.59644457,-110.5471962,227.5
1981-03-04T12:00:00Z,44.59644457,-110.5471962,227.5
1981-03-05T12:00:00Z,44.59644457,-110.5471962,227.5
1981-03-06T12:00:00Z,44.59644457,-110.5471962,227.9
1981-03-07T12:00:00Z,44.59644457,-110.5471962,227.9
1981-03-08T12:00:00Z,44.59644457,-110.5471962,229.3
1981-03-09T12:00:00Z,44.59644457,-110.5471962,229.8
1981-03-10T12:00:00Z,44.59644457,-110.5471962,229.8
1981-03-11T12:00:00Z,44.59644457,-110.5471962,229.8
1981-03-12T12:00:00Z,44.59644457,-110.5471962,229.8
1981-03-13T12:00:00Z,44.59644457,-110.5471962,229.8
1981-03-14T12:00:00Z,44.59644457,-110.5471962,229.8
1981-03-15T12:00:00Z,44.59644457,-110.5471962,229.8
1981-03-16T12:00:00Z,44.59644457,-110.5471962,237.4
1981-03-17T12:00:00Z,44.59644457,-110.5471962,237.4
1981-03-18T12:00:00Z,44.59644457,-110.5471962,237.4
1981-03-19T12:00:00Z,44.59644457,-110.5471962,237.4
